Coil_ID, X [m], Y [m], Z [m]
1, -1.331324, -0.608579, -3.683364
1, -1.328534, -0.624770, -3.690146
1, -1.325789, -0.640908, -3.697092
1, -1.323088, -0.656992, -3.704202
1, -1.320430, -0.673020, -3.711477
1, -1.317813, -0.688990, -3.718914
1, -1.315238, -0.704900, -3.726515
1, -1.312703, -0.720748, -3.734279
1, -1.310208, -0.736532, -3.742205
1, -1.307752, -0.752250, -3.750293
1, -1.305334, -0.767900, -3.758543
1, -1.302952, -0.783480, -3.766954
1, -1.300607, -0.798988, -3.775525
1, -1.298297, -0.814422, -3.784256
1, -1.296022, -0.829780, -3.793147
1, -1.293781, -0.845060, -3.802196
1, -1.291572, -0.860260, -3.811404
1, -1.289395, -0.875379, -3.820769
1, -1.287250, -0.890414, -3.830291
1, -1.285134, -0.905363, -3.839970
1, -1.283048, -0.920226, -3.849804
1, -1.280990, -0.934998, -3.859793
1, -1.278960, -0.949680, -3.869936
1, -1.276956, -0.964268, -3.880232
1, -1.274979, -0.978762, -3.890681
1, -1.273026, -0.993159, -3.901282
1, -1.271097, -1.007457, -3.912033
1, -1.269191, -1.021654, -3.922934
1, -1.267307, -1.035750, -3.933984
1, -1.265444, -1.049741, -3.945182
1, -1.263602, -1.063627, -3.956527
1, -1.261779, -1.077405, -3.968019
1, -1.259975, -1.091073, -3.979655
1, -1.258188, -1.104631, -3.991436
1, -1.256419, -1.118075, -4.003359
1, -1.254664, -1.131406, -4.015425
1, -1.252925, -1.144619, -4.027631
1, -1.251200, -1.157715, -4.039977
1, -1.249488, -1.170692, -4.052461
1, -1.247788, -1.183547, -4.065083
1, -1.246099, -1.196279, -4.077841
1, -1.244420, -1.208886, -4.090734
1, -1.242751, -1.221368, -4.103761
1, -1.241090, -1.233722, -4.116920
1, -1.239437, -1.245946, -4.130211
1, -1.237790, -1.258040, -4.143631
1, -1.236150, -1.270001, -4.157180
1, -1.234514, -1.281828, -4.170856
1, -1.232882, -1.293520, -4.184658
1, -1.231253, -1.305075, -4.198584
1, -1.229626, -1.316492, -4.212633
1, -1.228000, -1.327768, -4.226804
1, -1.226375, -1.338904, -4.241095
1, -1.224749, -1.349897, -4.255505
1, -1.223122, -1.360746, -4.270032
1, -1.221492, -1.371449, -4.284674
1, -1.219859, -1.382006, -4.299431
1, -1.218222, -1.392414, -4.314300
1, -1.216580, -1.402674, -4.329280
1, -1.214932, -1.412782, -4.344369
1, -1.213277, -1.422739, -4.359566
1, -1.211614, -1.432542, -4.374870
1, -1.209943, -1.442191, -4.390278
1, -1.208263, -1.451684, -4.405788
1, -1.206573, -1.461020, -4.421400
1, -1.204871, -1.470199, -4.437111
1, -1.203158, -1.479218, -4.452920
1, -1.201432, -1.488077, -4.468825
1, -1.199692, -1.496775, -4.484824
1, -1.197938, -1.505310, -4.500916
1, -1.196168, -1.513682, -4.517099
1, -1.194383, -1.521890, -4.533370
1, -1.192580, -1.529932, -4.549728
1, -1.190760, -1.537807, -4.566172
1, -1.188922, -1.545515, -4.582699
1, -1.187064, -1.553055, -4.599308
1, -1.185186, -1.560425, -4.615996
1, -1.183288, -1.567625, -4.632762
1, -1.181367, -1.574654, -4.649604
1, -1.179425, -1.581512, -4.666520
1, -1.177459, -1.588196, -4.683508
1, -1.175469, -1.594707, -4.700567
1, -1.173455, -1.601044, -4.717693
1, -1.171415, -1.607206, -4.734886
1, -1.169349, -1.613192, -4.752143
1, -1.167256, -1.619002, -4.769462
1, -1.165136, -1.624635, -4.786841
1, -1.162988, -1.630090, -4.804279
1, -1.160810, -1.635367, -4.821773
1, -1.158603, -1.640464, -4.839322
1, -1.156366, -1.645383, -4.856922
1, -1.154097, -1.650121, -4.874573
1, -1.151797, -1.654679, -4.892272
1, -1.149464, -1.659056, -4.910017
1, -1.147099, -1.663251, -4.927806
1, -1.144700, -1.667264, -4.945637
1, -1.142267, -1.671095, -4.963508
1, -1.139799, -1.674743, -4.981416
1, -1.137295, -1.678208, -4.999361
1, -1.134756, -1.681490, -5.017339
1, -1.132179, -1.684588, -5.035348
1, -1.129566, -1.687502, -5.053387
1, -1.126914, -1.690231, -5.071453
1, -1.124225, -1.692777, -5.089544
1, -1.121496, -1.695137, -5.107658
1, -1.118728, -1.697312, -5.125793
1, -1.115920, -1.699302, -5.143946
1, -1.113072, -1.701107, -5.162117
1, -1.110182, -1.702727, -5.180301
1, -1.107251, -1.704161, -5.198498
1, -1.104278, -1.705410, -5.216706
1, -1.101263, -1.706474, -5.234921
1, -1.098204, -1.707351, -5.253142
1, -1.095102, -1.708044, -5.271367
1, -1.091957, -1.708551, -5.289593
1, -1.088767, -1.708872, -5.307819
1, -1.085532, -1.709009, -5.326043
1, -1.082252, -1.708960, -5.344261
1, -1.078927, -1.708726, -5.362472
1, -1.075556, -1.708308, -5.380675
1, -1.072138, -1.707705, -5.398866
1, -1.068674, -1.706917, -5.417043
1, -1.065163, -1.705946, -5.435205
1, -1.061604, -1.704790, -5.453349
1, -1.057998, -1.703452, -5.471474
1, -1.054344, -1.701929, -5.489576
1, -1.050641, -1.700224, -5.507654
1, -1.046890, -1.698337, -5.525706
1, -1.043090, -1.696268, -5.543730
1, -1.039241, -1.694016, -5.561723
1, -1.035342, -1.691584, -5.579684
1, -1.031394, -1.688971, -5.597610
1, -1.027395, -1.686178, -5.615499
1, -1.023347, -1.683205, -5.633349
1, -1.019248, -1.680053, -5.651158
1, -1.015098, -1.676722, -5.668924
1, -1.010898, -1.673213, -5.686645
1, -1.006647, -1.669528, -5.704319
1, -1.002344, -1.665665, -5.721944
1, -0.997990, -1.661626, -5.739517
1, -0.993585, -1.657412, -5.757037
1, -0.989128, -1.653023, -5.774502
1, -0.984620, -1.648461, -5.791909
1, -0.980059, -1.643725, -5.809257
1, -0.975447, -1.638817, -5.826543
1, -0.970783, -1.633737, -5.843766
1, -0.966066, -1.628487, -5.860924
1, -0.961298, -1.623067, -5.878014
1, -0.956477, -1.617477, -5.895035
1, -0.951604, -1.611720, -5.911984
1, -0.946678, -1.605795, -5.928861
1, -0.941700, -1.599704, -5.945662
1, -0.936670, -1.593448, -5.962386
1, -0.931588, -1.587028, -5.979031
1, -0.926453, -1.580444, -5.995596
1, -0.921266, -1.573698, -6.012077
1, -0.916026, -1.566790, -6.028474
1, -0.910735, -1.559722, -6.044785
1, -0.905391, -1.552495, -6.061007
1, -0.899995, -1.545111, -6.077140
1, -0.894547, -1.537569, -6.093180
1, -0.889047, -1.529871, -6.109126
1, -0.883496, -1.522019, -6.124978
1, -0.877892, -1.514013, -6.140732
1, -0.872237, -1.505855, -6.156386
1, -0.866531, -1.497546, -6.171941
1, -0.860773, -1.489087, -6.187392
1, -0.854964, -1.480479, -6.202740
1, -0.849104, -1.471724, -6.217982
1, -0.843194, -1.462823, -6.233116
1, -0.837232, -1.453777, -6.248142
1, -0.831220, -1.444588, -6.263056
1, -0.825158, -1.435257, -6.277859
1, -0.819046, -1.425785, -6.292547
1, -0.812884, -1.416173, -6.307120
1, -0.806673, -1.406424, -6.321575
1, -0.800412, -1.396538, -6.335912
1, -0.794102, -1.386517, -6.350129
1, -0.787743, -1.376362, -6.364224
1, -0.781336, -1.366074, -6.378197
1, -0.774881, -1.355656, -6.392044
1, -0.768377, -1.345108, -6.405766
1, -0.761826, -1.334432, -6.419360
1, -0.755228, -1.323630, -6.432825
1, -0.748583, -1.312703, -6.446160
1, -0.741891, -1.301653, -6.459363
1, -0.735152, -1.290481, -6.472434
1, -0.728368, -1.279188, -6.485370
1, -0.721538, -1.267777, -6.498171
1, -0.714662, -1.256248, -6.510834
1, -0.707742, -1.244604, -6.523360
1, -0.700777, -1.232845, -6.535746
1, -0.693768, -1.220975, -6.547992
1, -0.686716, -1.208993, -6.560096
1, -0.679620, -1.196903, -6.572057
1, -0.672481, -1.184705, -6.583873
1, -0.665299, -1.172401, -6.595545
1, -0.658076, -1.159992, -6.607070
1, -0.650811, -1.147481, -6.618448
1, -0.643504, -1.134870, -6.629677
1, -0.636157, -1.122159, -6.640757
1, -0.628769, -1.109350, -6.651686
1, -0.621342, -1.096446, -6.662464
1, -0.613875, -1.083448, -6.673089
1, -0.606370, -1.070357, -6.683560
1, -0.598826, -1.057176, -6.693877
1, -0.591244, -1.043905, -6.704039
1, -0.583624, -1.030548, -6.714045
1, -0.575968, -1.017105, -6.723893
1, -0.568275, -1.003578, -6.733583
1, -0.560547, -0.989969, -6.743115
1, -0.552783, -0.976280, -6.752487
1, -0.544984, -0.962513, -6.761699
1, -0.537150, -0.948669, -6.770750
1, -0.529283, -0.934750, -6.779639
1, -0.521383, -0.920758, -6.788365
1, -0.513450, -0.906695, -6.796928
1, -0.505484, -0.892562, -6.805328
1, -0.497487, -0.878361, -6.813563
1, -0.489459, -0.864095, -6.821633
1, -0.481401, -0.849764, -6.829537
1, -0.473312, -0.835371, -6.837275
1, -0.465195, -0.820917, -6.844846
1, -0.457048, -0.806405, -6.852250
1, -0.448873, -0.791836, -6.859486
1, -0.440671, -0.777211, -6.866554
1, -0.432441, -0.762533, -6.873453
1, -0.424185, -0.747804, -6.880183
1, -0.415903, -0.733025, -6.886743
1, -0.407596, -0.718198, -6.893134
1, -0.399264, -0.703324, -6.899354
1, -0.390908, -0.688407, -6.905404
1, -0.382529, -0.673447, -6.911282
1, -0.374126, -0.658446, -6.916990
1, -0.365702, -0.643406, -6.922526
1, -0.357256, -0.628330, -6.927891
1, -0.348789, -0.613218, -6.933083
1, -0.340301, -0.598072, -6.938103
1, -0.331793, -0.582895, -6.942951
1, -0.323267, -0.567688, -6.947627
1, -0.314722, -0.552453, -6.952130
1, -0.306159, -0.537191, -6.956461
1, -0.297578, -0.521905, -6.960618
1, -0.288981, -0.506596, -6.964603
1, -0.280368, -0.491267, -6.968415
1, -0.271739, -0.475918, -6.972054
1, -0.263096, -0.460551, -6.975520
1, -0.254438, -0.445169, -6.978814
1, -0.245767, -0.429773, -6.981934
1, -0.237082, -0.414365, -6.984882
1, -0.228386, -0.398947, -6.987657
1, -0.219678, -0.383520, -6.990260
1, -0.210959, -0.368086, -6.992690
1, -0.202229, -0.352647, -6.994948
1, -0.193489, -0.337204, -6.997034
1, -0.184741, -0.321760, -6.998948
1, -0.175984, -0.306315, -7.000691
1, -0.167219, -0.290873, -7.002262
1, -0.158446, -0.275433, -7.003662
1, -0.149667, -0.259999, -7.004891
1, -0.140882, -0.244572, -7.005949
1, -0.132091, -0.229153, -7.006837
1, -0.123296, -0.213744, -7.007555
1, -0.114497, -0.198347, -7.008104
1, -0.105693, -0.182964, -7.008483
1, -0.096887, -0.167595, -7.008694
1, -0.088079, -0.152244, -7.008736
1, -0.079269, -0.136910, -7.008610
1, -0.070458, -0.121597, -7.008317
1, -0.061646, -0.106305, -7.007857
1, -0.052834, -0.091036, -7.007230
1, -0.044023, -0.075793, -7.006437
1, -0.035214, -0.060575, -7.005478
1, -0.026406, -0.045386, -7.004355
1, -0.017601, -0.030225, -7.003067
1, -0.008798, -0.015096, -7.001615
1, -0.000000, -0.000000, -7.000000
1, 0.008794, 0.015062, -6.998222
1, 0.017584, 0.030089, -6.996283
1, 0.026368, 0.045079, -6.994182
1, 0.035146, 0.060030, -6.991920
1, 0.043917, 0.074940, -6.989498
1, 0.052681, 0.089810, -6.986917
1, 0.061438, 0.104636, -6.984177
1, 0.070186, 0.119417, -6.981279
1, 0.078925, 0.134153, -6.978224
1, 0.087655, 0.148842, -6.975013
1, 0.096375, 0.163481, -6.971646
1, 0.105085, 0.178071, -6.968124
1, 0.113783, 0.192608, -6.964448
1, 0.122470, 0.207093, -6.960619
1, 0.131145, 0.221524, -6.956637
1, 0.139807, 0.235899, -6.952504
1, 0.148456, 0.250216, -6.948220
1, 0.157092, 0.264476, -6.943786
1, 0.165713, 0.278676, -6.939203
1, 0.174319, 0.292815, -6.934472
1, 0.182910, 0.306891, -6.929594
1, 0.191486, 0.320904, -6.924569
1, 0.200045, 0.334853, -6.919400
1, 0.208587, 0.348735, -6.914085
1, 0.217112, 0.362550, -6.908628
1, 0.225620, 0.376296, -6.903028
1, 0.234109, 0.389973, -6.897286
1, 0.242580, 0.403579, -6.891404
1, 0.251032, 0.417113, -6.885382
1, 0.259463, 0.430573, -6.879222
1, 0.267875, 0.443960, -6.872924
1, 0.276267, 0.457270, -6.866490
1, 0.284637, 0.470504, -6.859921
1, 0.292987, 0.483660, -6.853217
1, 0.301314, 0.496738, -6.846380
1, 0.309619, 0.509735, -6.839410
1, 0.317901, 0.522651, -6.832310
1, 0.326161, 0.535485, -6.825079
1, 0.334396, 0.548236, -6.817720
1, 0.342608, 0.560903, -6.810232
1, 0.350796, 0.573485, -6.802618
1, 0.358959, 0.585981, -6.794878
1, 0.367096, 0.598389, -6.787014
1, 0.375209, 0.610709, -6.779026
1, 0.383295, 0.622940, -6.770916
1, 0.391355, 0.635082, -6.762685
1, 0.399389, 0.647132, -6.754334
1, 0.407395, 0.659090, -6.745865
1, 0.415374, 0.670956, -6.737277
1, 0.423326, 0.682728, -6.728574
1, 0.431250, 0.694405, -6.719755
1, 0.439145, 0.705987, -6.710822
1, 0.447011, 0.717473, -6.701776
1, 0.454849, 0.728862, -6.692619
1, 0.462657, 0.740153, -6.683351
1, 0.470436, 0.751345, -6.673974
1, 0.478184, 0.762438, -6.664489
1, 0.485903, 0.773430, -6.654897
1, 0.493590, 0.784322, -6.645200
1, 0.501247, 0.795112, -6.635398
1, 0.508873, 0.805799, -6.625493
1, 0.516468, 0.816384, -6.615487
1, 0.524031, 0.826864, -6.605379
1, 0.531562, 0.837240, -6.595172
1, 0.539061, 0.847511, -6.584867
1, 0.546527, 0.857675, -6.574466
1, 0.553961, 0.867733, -6.563968
1, 0.561362, 0.877685, -6.553376
1, 0.568729, 0.887528, -6.542691
1, 0.576064, 0.897263, -6.531914
1, 0.583365, 0.906889, -6.521047
1, 0.590632, 0.916405, -6.510090
1, 0.597865, 0.925811, -6.499045
1, 0.605064, 0.935107, -6.487913
1, 0.612228, 0.944291, -6.476696
1, 0.619358, 0.953364, -6.465394
1, 0.626453, 0.962324, -6.454009
1, 0.633513, 0.971171, -6.442543
1, 0.640538, 0.979906, -6.430996
1, 0.647528, 0.988527, -6.419369
1, 0.654483, 0.997033, -6.407665
1, 0.661402, 1.005425, -6.395884
1, 0.668285, 1.013702, -6.384028
1, 0.675132, 1.021863, -6.372097
1, 0.681943, 1.029909, -6.360094
1, 0.688719, 1.037838, -6.348019
1, 0.695458, 1.045651, -6.335873
1, 0.702160, 1.053346, -6.323659
1, 0.708827, 1.060924, -6.311376
1, 0.715456, 1.068385, -6.299027
1, 0.722049, 1.075727, -6.286613
1, 0.728606, 1.082951, -6.274135
1, 0.735125, 1.090056, -6.261594
1, 0.741608, 1.097043, -6.248991
1, 0.748053, 1.103910, -6.236329
1, 0.754462, 1.110657, -6.223607
1, 0.760833, 1.117285, -6.210827
1, 0.767168, 1.123792, -6.197991
1, 0.773465, 1.130179, -6.185100
1, 0.779724, 1.136446, -6.172154
1, 0.785947, 1.142592, -6.159156
1, 0.792132, 1.148617, -6.146107
1, 0.798280, 1.154520, -6.133007
1, 0.804391, 1.160302, -6.119858
1, 0.810464, 1.165963, -6.106661
1, 0.816500, 1.171502, -6.093417
1, 0.822498, 1.176919, -6.080129
1, 0.828459, 1.182214, -6.066796
1, 0.834382, 1.187387, -6.053420
1, 0.840269, 1.192438, -6.040002
1, 0.846117, 1.197366, -6.026544
1, 0.851929, 1.202172, -6.013047
1, 0.857703, 1.206855, -5.999511
1, 0.863440, 1.211415, -5.985939
1, 0.869140, 1.215853, -5.972331
1, 0.874802, 1.220167, -5.958688
1, 0.880428, 1.224359, -5.945012
1, 0.886016, 1.228428, -5.931304
1, 0.891567, 1.232374, -5.917565
1, 0.897082, 1.236197, -5.903796
1, 0.902559, 1.239897, -5.889999
1, 0.908000, 1.243473, -5.876174
1, 0.913404, 1.246927, -5.862323
1, 0.918771, 1.250258, -5.848447
1, 0.924101, 1.253465, -5.834547
1, 0.929396, 1.256550, -5.820624
1, 0.934654, 1.259511, -5.806680
1, 0.939875, 1.262350, -5.792715
1, 0.945061, 1.265065, -5.778730
1, 0.950210, 1.267658, -5.764728
1, 0.955324, 1.270128, -5.750708
1, 0.960401, 1.272475, -5.736672
1, 0.965443, 1.274700, -5.722621
1, 0.970450, 1.276802, -5.708557
1, 0.975421, 1.278781, -5.694480
1, 0.980357, 1.280638, -5.680391
1, 0.985258, 1.282373, -5.666292
1, 0.990124, 1.283985, -5.652183
1, 0.994955, 1.285476, -5.638067
1, 0.999751, 1.286844, -5.623943
1, 1.004513, 1.288091, -5.609812
1, 1.009241, 1.289216, -5.595677
1, 1.013935, 1.290220, -5.581538
1, 1.018595, 1.291102, -5.567396
1, 1.023220, 1.291863, -5.553252
1, 1.027813, 1.292503, -5.539107
1, 1.032372, 1.293022, -5.524963
1, 1.036898, 1.293420, -5.510819
1, 1.041390, 1.293698, -5.496678
1, 1.045851, 1.293856, -5.482541
1, 1.050278, 1.293893, -5.468407
1, 1.054673, 1.293811, -5.454279
1, 1.059036, 1.293608, -5.440158
1, 1.063367, 1.293287, -5.426044
1, 1.067667, 1.292846, -5.411938
1, 1.071935, 1.292286, -5.397842
1, 1.076171, 1.291607, -5.383756
1, 1.080377, 1.290809, -5.369681
1, 1.084552, 1.289894, -5.355619
1, 1.088697, 1.288860, -5.341570
1, 1.092811, 1.287708, -5.327536
1, 1.096895, 1.286438, -5.313517
1, 1.100950, 1.285052, -5.299514
1, 1.104975, 1.283548, -5.285528
1, 1.108970, 1.281927, -5.271561
1, 1.112937, 1.280190, -5.257612
1, 1.116875, 1.278337, -5.243684
1, 1.120785, 1.276367, -5.229777
1, 1.124667, 1.274282, -5.215891
1, 1.128521, 1.272082, -5.202029
1, 1.132347, 1.269766, -5.188190
1, 1.136146, 1.267336, -5.174376
1, 1.139918, 1.264791, -5.160588
1, 1.143663, 1.262133, -5.146826
1, 1.147382, 1.259360, -5.133092
1, 1.151075, 1.256474, -5.119386
1, 1.154742, 1.253474, -5.105710
1, 1.158384, 1.250362, -5.092063
1, 1.162000, 1.247137, -5.078447
1, 1.165592, 1.243800, -5.064864
1, 1.169159, 1.240351, -5.051313
1, 1.172703, 1.236791, -5.037796
1, 1.176222, 1.233119, -5.024313
1, 1.179718, 1.229337, -5.010866
1, 1.183190, 1.225444, -4.997455
1, 1.186640, 1.221441, -4.984081
1, 1.190068, 1.217329, -4.970745
1, 1.193473, 1.213107, -4.957448
1, 1.196856, 1.208776, -4.944191
1, 1.200218, 1.204337, -4.930974
1, 1.203559, 1.199789, -4.917798
1, 1.206880, 1.195134, -4.904664
1, 1.210180, 1.190371, -4.891574
1, 1.213460, 1.185501, -4.878527
1, 1.216720, 1.180524, -4.865525
1, 1.219961, 1.175442, -4.852568
1, 1.223184, 1.170253, -4.839657
1, 1.226388, 1.164959, -4.826794
1, 1.229573, 1.159560, -4.813978
1, 1.232741, 1.154056, -4.801211
1, 1.235892, 1.148448, -4.788493
1, 1.239026, 1.142737, -4.775826
1, 1.242144, 1.136922, -4.763209
1, 1.245245, 1.131004, -4.750644
1, 1.248330, 1.124984, -4.738132
1, 1.251401, 1.118862, -4.725673
1, 1.254456, 1.112638, -4.713269
1, 1.257497, 1.106313, -4.700919
1, 1.260524, 1.099888, -4.688624
1, 1.263537, 1.093362, -4.676386
1, 1.266537, 1.086736, -4.664205
1, 1.269525, 1.080011, -4.652082
1, 1.272499, 1.073188, -4.640018
1, 1.275462, 1.066266, -4.628013
1, 1.278414, 1.059246, -4.616068
1, 1.281354, 1.052129, -4.604184
1, 1.284284, 1.044914, -4.592361
1, 1.287204, 1.037604, -4.580601
1, 1.290114, 1.030197, -4.568904
1, 1.293015, 1.022695, -4.557270
1, 1.295906, 1.015098, -4.545701
1, 1.298790, 1.007407, -4.534197
1, 1.301666, 0.999622, -4.522759
1, 1.304534, 0.991743, -4.511388
1, 1.307395, 0.983771, -4.500084
1, 1.310250, 0.975707, -4.488847
1, 1.313099, 0.967552, -4.477680
1, 1.315942, 0.959305, -4.466582
1, 1.318780, 0.950967, -4.455554
1, 1.321614, 0.942539, -4.444596
1, 1.324443, 0.934021, -4.433710
1, 1.327269, 0.925414, -4.422896
1, 1.330092, 0.916718, -4.412155
1, 1.332912, 0.907935, -4.401488
1, 1.335730, 0.899064, -4.390894
1, 1.338546, 0.890106, -4.380375
1, 1.341362, 0.881061, -4.369932
1, 1.344176, 0.871931, -4.359565
1, 1.346991, 0.862716, -4.349274
1, 1.349806, 0.853416, -4.339061
1, 1.352621, 0.844032, -4.328926
1, 1.355439, 0.834565, -4.318869
1, 1.358258, 0.825015, -4.308892
1, 1.361079, 0.815383, -4.298995
1, 1.363904, 0.805669, -4.289179
1, 1.366732, 0.795875, -4.279443
1, 1.369564, 0.786000, -4.269790
1, 1.372401, 0.776045, -4.260219
1, 1.375243, 0.766011, -4.250730
1, 1.378090, 0.755899, -4.241326
1, 1.380944, 0.745709, -4.232006
1, 1.383804, 0.735442, -4.222771
1, 1.386672, 0.725099, -4.213621
1, 1.389548, 0.714679, -4.204558
1, 1.392431, 0.704185, -4.195581
1, 1.395324, 0.693616, -4.186691
1, 1.398226, 0.682973, -4.177889
1, 1.401139, 0.672257, -4.169176
1, 1.404062, 0.661469, -4.160551
1, 1.406996, 0.650609, -4.152016
1, 1.409941, 0.639679, -4.143572
1, 1.412899, 0.628678, -4.135218
1, 1.415870, 0.617607, -4.126955
1, 1.418854, 0.606467, -4.118784
1, 1.421853, 0.595260, -4.110705
1, 1.424865, 0.583985, -4.102720
1, 1.427893, 0.572643, -4.094827
1, 1.430937, 0.561236, -4.087029
1, 1.433997, 0.549763, -4.079325
1, 1.437074, 0.538227, -4.071717
1, 1.440168, 0.526626, -4.064203
1, 1.443280, 0.514963, -4.056786
1, 1.446411, 0.503238, -4.049466
1, 1.449561, 0.491451, -4.042242
1, 1.452731, 0.479604, -4.035116
1, 1.455922, 0.467698, -4.028088
1, 1.459133, 0.455732, -4.021159
1, 1.462366, 0.443709, -4.014329
1, 1.465621, 0.431628, -4.007598
1, 1.468899, 0.419491, -4.000967
1, 1.472200, 0.407299, -3.994437
1, 1.475525, 0.395052, -3.988008
1, 1.478875, 0.382751, -3.981680
1, 1.482250, 0.370398, -3.975453
1, 1.485651, 0.357992, -3.969329
1, 1.489078, 0.345535, -3.963308
1, 1.492532, 0.333028, -3.957390
1, 1.496014, 0.320471, -3.951576
1, 1.499524, 0.307866, -3.945865
1, 1.503063, 0.295213, -3.940259
1, 1.506631, 0.282513, -3.934757
1, 1.510229, 0.269768, -3.929361
1, 1.513858, 0.256978, -3.924070
1, 1.517518, 0.244144, -3.918886
1, 1.521210, 0.231267, -3.913807
1, 1.524935, 0.218348, -3.908836
1, 1.528692, 0.205388, -3.903971
1, 1.532483, 0.192388, -3.899214
1, 1.536309, 0.179349, -3.894565
1, 1.540169, 0.166271, -3.890023
1, 1.544065, 0.153157, -3.885591
1, 1.547997, 0.140006, -3.881267
1, 1.551966, 0.126820, -3.877052
1, 1.555972, 0.113601, -3.872946
1, 1.560016, 0.100348, -3.868950
1, 1.564099, 0.087063, -3.865064
1, 1.568221, 0.073746, -3.861289
1, 1.572382, 0.060400, -3.857624
1, 1.576584, 0.047025, -3.854070
1, 1.580827, 0.033622, -3.850627
1, 1.585112, 0.020193, -3.847295
1, 1.589439, 0.006737, -3.844075
1, 1.593808, -0.006743, -3.840966
1, 1.598221, -0.020247, -3.837970
1, 1.602678, -0.033773, -3.835086
1, 1.607180, -0.047321, -3.832314
1, 1.611727, -0.060888, -3.829655
1, 1.616319, -0.074475, -3.827109
1, 1.620958, -0.088080, -3.824676
1, 1.625644, -0.101702, -3.822357
1, 1.630378, -0.115340, -3.820150
1, 1.635159, -0.128992, -3.818057
1, 1.639990, -0.142658, -3.816078
1, 1.644869, -0.156336, -3.814212
1, 1.649799, -0.170025, -3.812460
1, 1.654779, -0.183723, -3.810823
1, 1.659810, -0.197431, -3.809299
1, 1.664893, -0.211146, -3.807890
1, 1.670027, -0.224868, -3.806595
1, 1.675215, -0.238594, -3.805414
1, 1.680456, -0.252325, -3.804348
1, 1.685751, -0.266058, -3.803396
1, 1.691100, -0.279793, -3.802558
1, 1.696504, -0.293527, -3.801835
1, 1.701963, -0.307261, -3.801226
1, 1.707479, -0.320993, -3.800732
1, 1.713051, -0.334721, -3.800353
1, 1.718681, -0.348444, -3.800088
1, 1.724368, -0.362162, -3.799937
1, 1.730113, -0.375872, -3.799901
1, 1.735917, -0.389573, -3.799979
1, 1.741780, -0.403264, -3.800171
1, 1.747703, -0.416945, -3.800477
1, 1.753686, -0.430612, -3.800898
1, 1.759730, -0.444267, -3.801432
1, 1.765835, -0.457906, -3.802081
1, 1.772002, -0.471528, -3.802843
1, 1.778231, -0.485133, -3.803718
1, 1.784523, -0.498719, -3.804707
1, 1.790878, -0.512284, -3.805809
1, 1.797297, -0.525828, -3.807025
1, 1.803779, -0.539348, -3.808353
1, 1.810327, -0.552845, -3.809793
1, 1.816939, -0.566315, -3.811347
1, 1.823617, -0.579759, -3.813012
1, 1.830361, -0.593173, -3.814789
1, 1.837171, -0.606559, -3.816678
1, 1.844048, -0.619912, -3.818678
1, 1.850993, -0.633234, -3.820790
1, 1.858004, -0.646521, -3.823012
1, 1.865084, -0.659773, -3.825345
1, 1.872233, -0.672988, -3.827788
1, 1.879450, -0.686166, -3.830341
1, 1.886736, -0.699303, -3.833003
1, 1.894092, -0.712400, -3.835774
1, 1.901518, -0.725455, -3.838654
1, 1.909014, -0.738465, -3.841643
1, 1.916581, -0.751431, -3.844739
1, 1.924219, -0.764350, -3.847942
1, 1.931928, -0.777222, -3.851253
1, 1.939709, -0.790044, -3.854671
1, 1.947562, -0.802815, -3.858194
1, 1.955487, -0.815534, -3.861823
1, 1.963485, -0.828199, -3.865557
1, 1.971556, -0.840810, -3.869396
1, 1.979700, -0.853364, -3.873339
1, 1.987917, -0.865860, -3.877385
1, 1.996208, -0.878297, -3.881534
1, 2.004573, -0.890674, -3.885786
1, 2.013013, -0.902988, -3.890140
1, 2.021527, -0.915239, -3.894595
1, 2.030115, -0.927424, -3.899150
1, 2.038779, -0.939544, -3.903806
1, 2.047517, -0.951595, -3.908561
1, 2.056331, -0.963578, -3.913414
1, 2.065221, -0.975490, -3.918366
1, 2.074186, -0.987329, -3.923415
1, 2.083227, -0.999095, -3.928560
1, 2.092344, -1.010787, -3.933802
1, 2.101537, -1.022402, -3.939138
1, 2.110807, -1.033939, -3.944570
1, 2.120153, -1.045397, -3.950094
1, 2.129575, -1.056774, -3.955712
1, 2.139074, -1.068070, -3.961422
1, 2.148650, -1.079282, -3.967223
1, 2.158303, -1.090409, -3.973115
1, 2.168033, -1.101450, -3.979096
1, 2.177839, -1.112403, -3.985167
1, 2.187722, -1.123267, -3.991325
1, 2.197683, -1.134041, -3.997570
1, 2.207720, -1.144724, -4.003902
1, 2.217835, -1.155312, -4.010319
1, 2.228026, -1.165807, -4.016820
1, 2.238295, -1.176205, -4.023405
1, 2.248640, -1.186506, -4.030072
1, 2.259063, -1.196709, -4.036821
1, 2.269562, -1.206811, -4.043651
1, 2.280138, -1.216812, -4.050560
1, 2.290791, -1.226710, -4.057547
1, 2.301521, -1.236504, -4.064613
1, 2.312327, -1.246193, -4.071755
1, 2.323209, -1.255774, -4.078972
1, 2.334168, -1.265248, -4.086264
1, 2.345203, -1.274612, -4.093629
1, 2.356314, -1.283865, -4.101067
1, 2.367500, -1.293007, -4.108576
1, 2.378762, -1.302035, -4.116155
1, 2.390100, -1.310948, -4.123803
1, 2.401513, -1.319745, -4.131519
1, 2.413001, -1.328426, -4.139301
1, 2.424564, -1.336987, -4.147149
